product_id,product_name,category,sub-category, unit_price , cogs 
PD-1001,Avery 477,Office Supplies,Labels,$30.53 ,$15.57 
PD-1002,Surelock Post Binders,Office Supplies,Binders,$30.56 ,$9.47 
PD-1004,Staple envelope,Office Supplies,Envelopes,$30.98 ,$5.89 
PD-1005,Xerox 1925,Office Supplies,Paper,$30.98 ,$4.34 
PD-1006,Euro-Pro Shark Turbo Vacu,Office Supplies,Appliances,$30.98 ,$4.65 
PD-1007,Xerox 197,Office Supplies,Paper,$30.98 ,$17.04 
PD-1008,Xerox 1979,Office Supplies,Paper,$30.98 ,$11.77 
PD-1009,White Computer Printout P,Office Supplies,Paper,$31.01 ,$5.58 
PD-101,Newell 311,Office Supplies,Art,$2.21 ,$1.08 
PD-1010,Xerox 1892,Office Supplies,Paper,$31.01 ,$5.58 
PD-1011,Premium Transparent Prese,Office Supplies,Binders,$31.02 ,$13.34 
PD-1012,Eldon Base for stackable ,Office Supplies,Storage,$31.15 ,$4.98 
PD-1014,Tuf-Vin Binders,Office Supplies,Binders,$31.58 ,$4.42 
PD-1043,Acco Smartsocket Color-Co,Office Supplies,Appliances,$35.21 ,$18.31 
PD-1044,Easy-staple paper,Office Supplies,Paper,$35.44 ,$18.43 
PD-1045,Xerox 1880,Office Supplies,Paper,$35.44 ,$7.09 
PD-1046,Xerox 1906,Office Supplies,Paper,$35.44 ,$13.47 
PD-1047,Belkin OmniView SE Rackmo,Office Supplies,Storage,$35.48 ,$2.48 
PD-1048,Steel Personal Filing/Pos,Office Supplies,Storage,$35.51 ,$17.40 
PD-1049,Kensington 7 Outlet Maste,Office Supplies,Appliances,$35.60 ,$15.66 
PD-1051,Tyvek  Top-Opening Peel &,Office Supplies,Envelopes,$35.94 ,$16.89 
PD-1056,GBC VeloBinder Electric B,Office Supplies,Binders,$36.29 ,$9.07 
PD-1057,Dixon Ticonderoga Core-Lo,Office Supplies,Art,$36.55 ,$2.19 
PD-106,Binney & Smith inkTank Er,Office Supplies,Art,$2.28 ,$0.16 
PD-1064,Harmony Air Purifier,Office Supplies,Appliances,$37.80 ,$12.10 
PD-1067,Hunt PowerHouse Electric ,Office Supplies,Art,$37.98 ,$6.46 
PD-1068,Xerox 1886,Office Supplies,Paper,$38.32 ,$18.39 
PD-1069,Xerox 1937,Office Supplies,Paper,$38.43 ,$5.38 
PD-107,Avery File Folder Labels,Office Supplies,Labels,$2.30 ,$0.90 
PD-1070,Advantus Rolling Drawer O,Office Supplies,Storage,$38.48 ,$13.85 
PD-1071,Xerox 1944,Office Supplies,Paper,$38.76 ,$19.77 
PD-1073,Tennsco Industrial Shelvi,Office Supplies,Storage,$39.13 ,$17.61 
PD-1074,Xerox 1916,Office Supplies,Paper,$39.15 ,$3.92 
PD-1075,Belkin 325VA UPS Surge Pr,Office Supplies,Appliances,$39.48 ,$6.32 
PD-1077,Letter Size File,Office Supplies,Storage,$39.70 ,$3.57 
PD-108,Newell 346,Office Supplies,Art,$2.30 ,$0.74 
PD-1080,Blue String-Tie & Button ,Office Supplies,Envelopes,$39.98 ,$6.80 
PD-1086,Tripp Lite TLP810NET Broa,Office Supplies,Appliances,$40.78 ,$8.56 
PD-1088,Sanford 52201 APSCO Elect,Office Supplies,Art,$40.97 ,$16.80 
PD-109,"Acco Banker's Clasps, 5 3",Office Supplies,Fasteners,$2.30 ,$1.11 
PD-1090,Belkin 8 Outlet Surge Pro,Office Supplies,Appliances,$40.98 ,$6.15 
PD-1091,"Wilson Jones Ledger-Size,",Office Supplies,Binders,$40.98 ,$8.20 
PD-1092,Xerox 1945,Office Supplies,Paper,$40.99 ,$4.10 
PD-1093,"Belkin 19"" Vented Equipme",Office Supplies,Storage,$41.18 ,$20.59 
PD-11,Insertable Tab Indexes Fo,Office Supplies,Binders,$0.95 ,$0.18 
PD-110,Avery 474,Office Supplies,Labels,$2.30 ,$0.76 
PD-1105,Trav-L-File Heavy-Duty Sh,Office Supplies,Storage,$43.57 ,$17.86 
PD-1106,Xerox 1914,Office Supplies,Paper,$43.97 ,$23.74 
PD-1107,Xerox 1913,Office Supplies,Paper,$44.38 ,$6.66 
PD-1108,Eaton Premium Continuous-,Office Supplies,Paper,$44.38 ,$17.75 
PD-1109,White Dual Perf Computer ,Office Supplies,Paper,$44.38 ,$8.43 
PD-111,Avery 498,Office Supplies,Labels,$2.31 ,$1.18 
PD-1113,Avery Arch Ring Binders,Office Supplies,Binders,$46.48 ,$19.52 
PD-1114,Safco Commercial Shelving,Office Supplies,Storage,$46.51 ,$4.65 
PD-1117,"Belkin 19"" Center-Weighte",Office Supplies,Storage,$47.18 ,$8.96 
PD-1119,GBC Recycled Regency Comp,Office Supplies,Binders,$47.82 ,$17.69 
PD-112,American Pencil,Office Supplies,Art,$2.33 ,$0.44 
PD-1120,Computer Printout Paper w,Office Supplies,Paper,$47.90 ,$3.35 
PD-1121,Xerox 1911,Office Supplies,Paper,$47.90 ,$18.20 
PD-1123,Belkin 8 Outlet SurgeMast,Office Supplies,Appliances,$47.98 ,$23.03 
PD-1126,14-7/8 x 11 Blue Bar Comp,Office Supplies,Paper,$48.04 ,$2.88 
PD-1127,Xerox 1885,Office Supplies,Paper,$48.04 ,$8.17 
PD-1128,Boston Heavy-Duty Trimlin,Office Supplies,Art,$48.20 ,$23.14 
PD-113,Staples,Office Supplies,Fasteners,$2.34 ,$0.23 
PD-1133,Xerox 1943,Office Supplies,Paper,$48.91 ,$19.56 
PD-1134,Xerox 1891,Office Supplies,Paper,$48.91 ,$7.83 
PD-1135,Fellowes Premier Superior,Office Supplies,Appliances,$48.92 ,$19.08 
PD-1136,Xerox 1942,Office Supplies,Paper,$48.94 ,$8.32 
PD-1137,Xerox 1890,Office Supplies,Paper,$48.94 ,$18.11 
PD-1138,"Eureka Hand Vacuum, Bagle",Office Supplies,Appliances,$49.43 ,$4.94 
PD-114,Newell 343,Office Supplies,Art,$2.35 ,$0.16 
PD-1141,Cameo Buff Policy Envelop,Office Supplies,Envelopes,$49.78 ,$7.47 
PD-1142,GBC DocuBind P100 Manual ,Office Supplies,Binders,$49.79 ,$19.92 
PD-1149,Eureka The Boss Cordless ,Office Supplies,Appliances,$50.98 ,$5.10 
PD-115,Newell 317,Office Supplies,Art,$2.35 ,$0.87 
PD-1150,Fellowes PB200 Plastic Co,Office Supplies,Binders,$51.00 ,$18.87 
PD-1155,"Strathmore #10 Envelopes,",Office Supplies,Envelopes,$52.71 ,$27.94 
PD-116,"Redi-Strip #10 Envelopes,",Office Supplies,Envelopes,$2.36 ,$1.16 
PD-1162,Gould Plastics 9-Pocket P,Office Supplies,Storage,$52.99 ,$13.78 
PD-1164,Catalog Binders with Expa,Office Supplies,Binders,$53.82 ,$3.23 
PD-1166,Fellowes Bankers Box Recy,Office Supplies,Storage,$53.98 ,$16.19 
PD-1167,Desktop 3-Pocket Hot File,Office Supplies,Storage,$54.10 ,$9.20 
PD-1169,Belkin 5 Outlet SurgeMast,Office Supplies,Appliances,$54.48 ,$10.90 
PD-117,Staples,Office Supplies,Fasteners,$2.38 ,$0.91 
PD-1173,Xerox 1940,Office Supplies,Paper,$54.96 ,$13.74 
PD-1174,Green Bar Computer Printo,Office Supplies,Paper,$54.96 ,$3.85 
PD-1175,Recycled Steel Personal F,Office Supplies,Storage,$55.29 ,$7.74 
PD-1176,Xerox 194,Office Supplies,Paper,$55.48 ,$4.44 
PD-1178,Acco Smartsocket Table Su,Office Supplies,Appliances,$55.85 ,$2.79 
PD-118,Rediform Voice Mail Log B,Office Supplies,Paper,$2.38 ,$1.10 
PD-1180,Xerox 1934,Office Supplies,Paper,$55.98 ,$5.60 
PD-1181,Easy-staple paper,Office Supplies,Paper,$55.98 ,$11.20 
PD-1182,Xerox 1882,Office Supplies,Paper,$55.98 ,$24.07 
PD-1189,Sensible Storage WireTech,Office Supplies,Storage,$56.78 ,$9.65 
PD-119,Avery Hidden Tab Dividers,Office Supplies,Binders,$2.38 ,$1.03 
PD-1190,Recycled Steel Personal F,Office Supplies,Storage,$57.23 ,$26.90 
PD-1192,3.6 Cubic Foot Counter He,Office Supplies,Appliances,$58.92 ,$5.30 
PD-1194,Safco Industrial Shelving,Office Supplies,Storage,$59.08 ,$30.13 
PD-1196,Advantus 10-Drawer Portab,Office Supplies,Storage,$59.76 ,$4.18 
PD-12,Wilson Jones Turn Tabs Bi,Office Supplies,Binders,$0.96 ,$0.16 
PD-120,Insertable Tab Post Binde,Office Supplies,Binders,$2.41 ,$0.72 
PD-1204,Carina Media Storage Towe,Office Supplies,Storage,$60.98 ,$8.54 
PD-1205,Tyvek Interoffice Envelop,Office Supplies,Envelopes,$60.98 ,$10.98 
PD-1206,Holmes Replacement Filter,Office Supplies,Appliances,$61.93 ,$11.77 
PD-1207,Fellowes Mobile File Cart,Office Supplies,Storage,$62.18 ,$33.58 
PD-121,Smead Alpha-Z Color-Coded,Office Supplies,Labels,$2.46 ,$0.15 
PD-1211,GBC ProClick Punch Bindin,Office Supplies,Binders,$63.98 ,$28.15 
PD-1217,Space Solutions Commercia,Office Supplies,Storage,$64.65 ,$32.33 
PD-1219,Fellowes Bankers Box Stax,Office Supplies,Storage,$64.98 ,$35.09 
PD-122,Dixon Ticonderoga Maple C,Office Supplies,Art,$2.46 ,$1.25 
PD-1221,Kensington 4 Outlet Maste,Office Supplies,Appliances,$65.06 ,$24.72 
PD-1227,Airmail Envelopes,Office Supplies,Envelopes,$67.14 ,$29.54 
PD-1228,Ames Color-File Green Dia,Office Supplies,Envelopes,$67.18 ,$32.92 
PD-1229,GBC DocuBind TL200 Manual,Office Supplies,Binders,$67.19 ,$10.08 
PD-123,Staples,Office Supplies,Fasteners,$2.47 ,$0.25 
PD-1234,Belkin 8-Outlet Premiere ,Office Supplies,Appliances,$69.48 ,$9.73 
PD-124,"Adams ""While You Were Out",Office Supplies,Paper,$2.51 ,$0.45 
PD-1242,Safco Industrial Wire She,Office Supplies,Storage,$72.78 ,$20.38 
PD-125,Avery 520,Office Supplies,Labels,$2.52 ,$1.08 
PD-1253,Safco Industrial Wire She,Office Supplies,Storage,$76.79 ,$41.47 
PD-1257,Fellowes Econo/Stor Drawe,Office Supplies,Storage,$77.54 ,$39.55 
PD-1259,Honeywell Quietcare HEPA ,Office Supplies,Appliances,$78.65 ,$13.37 
PD-126,Avery 502,Office Supplies,Labels,$2.52 ,$0.23 
PD-1260,Space Solutions Industria,Office Supplies,Storage,$78.80 ,$13.40 
PD-1268,Eureka The Boss Lite 10-A,Office Supplies,Appliances,$80.16 ,$32.06 
PD-127,Avery 488,Office Supplies,Labels,$2.52 ,$1.11 
PD-1270,APC 7 Outlet Network Surg,Office Supplies,Appliances,$80.48 ,$34.61 
PD-1272,Belkin 8 Outlet SurgeMast,Office Supplies,Appliances,$80.98 ,$42.11 
PD-1273,"Carina 42""Hx23 3/4""W Medi",Office Supplies,Storage,$80.98 ,$35.63 
PD-1274,Carina Double Wide Media ,Office Supplies,Storage,$80.98 ,$21.86 
PD-1277,Safco Steel Mobile File C,Office Supplies,Storage,$83.36 ,$36.68 
PD-1278,Xerox 1915,Office Supplies,Paper,$83.88 ,$25.16 
PD-128,Recycled Pressboard Repor,Office Supplies,Binders,$2.58 ,$0.54 
PD-1286,Carina Mini System Audio ,Office Supplies,Storage,$88.78 ,$37.29 
PD-1289,Fellowes Officeware Wire ,Office Supplies,Storage,$89.83 ,$35.03 
PD-129,DIXON Oriole Pencils,Office Supplies,Art,$2.58 ,$1.01 
PD-1294,Tyvek Side-Opening Peel &,Office Supplies,Envelopes,$90.48 ,$18.10 
PD-13,Pressboard Covers with St,Office Supplies,Binders,$0.98 ,$0.17 
PD-130,Bravo II Megaboss 12-Amp ,Office Supplies,Appliances,$2.60 ,$1.07 
PD-1300,Gould Plastics 18-Pocket ,Office Supplies,Storage,$91.99 ,$34.04 
PD-1301,Premier Electric Letter O,Office Supplies,Supplies,$92.69 ,$45.42 
PD-1303,GBC ProClick 150 Presenta,Office Supplies,Binders,$94.79 ,$40.76 
PD-1304,Fellowes Stor/Drawer Stee,Office Supplies,Storage,$95.43 ,$32.45 
PD-1309,Iceberg Mobile Mega Data/,Office Supplies,Storage,$96.26 ,$51.02 
PD-131,Avery 509,Office Supplies,Labels,$2.61 ,$0.18 
PD-1312,Dot Matrix Printer Tape R,Office Supplies,Labels,$98.31 ,$19.66 
PD-1313,GBC Therma-A-Bind 250T El,Office Supplies,Binders,$98.39 ,$6.89 
PD-1314,Recycled Data-Pak for Arc,Office Supplies,Storage,$98.79 ,$32.60 
PD-132,Permanent Self-Adhesive F,Office Supplies,Labels,$2.61 ,$0.42 
PD-133,Cardinal Slant-D Ring Bin,Office Supplies,Binders,$2.61 ,$0.16 
PD-1330,Avanti 1.7 Cu. Ft. Refrig,Office Supplies,Appliances,$100.98 ,$5.05 
PD-1331,Tennsco Regal Shelving Un,Office Supplies,Storage,$101.41 ,$38.54 
PD-134,Avery 494,Office Supplies,Labels,$2.61 ,$1.02 
PD-1340,Eureka The Boss Plus 12-A,Office Supplies,Appliances,$104.65 ,$34.53 
PD-1342,Multicolor Computer Print,Office Supplies,Paper,$104.85 ,$47.18 
PD-1343,Xerox 189,Office Supplies,Paper,$104.85 ,$22.02 
PD-135,Newell 337,Office Supplies,Art,$2.62 ,$0.26 
PD-1355,SAFCO Commercial Wire She,Office Supplies,Storage,$110.51 ,$17.68 
PD-1358,"Stur-D-Stor Shelving, Ver",Office Supplies,Storage,$110.98 ,$54.38 
PD-136,Newell 313,Office Supplies,Art,$2.62 ,$0.45 
PD-1360,Fellowes Recycled Storage,Office Supplies,Storage,$111.03 ,$18.88 
PD-1368,SAFCO Boltless Steel Shel,Office Supplies,Storage,$113.64 ,$43.18 
PD-137,Crayola Colored Pencils,Office Supplies,Art,$2.62 ,$1.44 
PD-1370,Space Solutions HD Indust,Office Supplies,Storage,$114.97 ,$17.25 
PD-1377,Compact Automatic Electri,Office Supplies,Supplies,$119.31 ,$20.28 
PD-138,Newell 350,Office Supplies,Art,$2.62 ,$0.92 
PD-139,Acco Hot Clips Clips to G,Office Supplies,Fasteners,$2.63 ,$1.05 
PD-1395,Honeywell Enviracaire Por,Office Supplies,Appliances,$123.38 ,$57.99 
PD-140,Storex Flexible Poly Bind,Office Supplies,Binders,$2.64 ,$0.98 
PD-1406,Fellowes Super Stor/Drawe,Office Supplies,Storage,$129.24 ,$59.45 
PD-141,GBC Instant Index System ,Office Supplies,Binders,$2.66 ,$1.01 
PD-1411,Mini 13-1/2 Capacity Data,Office Supplies,Storage,$130.87 ,$61.51 
PD-1416,Tennsco Stur-D-Stor Boltl,Office Supplies,Storage,$135.31 ,$18.94 
PD-142,Economy #2 Pencils,Office Supplies,Art,$2.66 ,$1.33 
PD-1422,Ibico EB-19 Dual Function,Office Supplies,Binders,$138.39 ,$29.06 
PD-1424,Hunt BOSTON Model 1606 Hi,Office Supplies,Art,$139.13 ,$65.39 
PD-1426,Fellowes Strictly Busines,Office Supplies,Storage,$140.85 ,$52.11 
PD-1427,Fellowes High-Stak Drawer,Office Supplies,Storage,$140.95 ,$63.43 
PD-1429,"Hot File 7-Pocket, Floor ",Office Supplies,Storage,$142.78 ,$64.25 
PD-143,Blackstonian Pencils,Office Supplies,Art,$2.67 ,$1.07 
PD-1431,Letter Size Cart,Office Supplies,Storage,$142.86 ,$65.72 
PD-144,Avery Fluorescent Highlig,Office Supplies,Art,$2.67 ,$0.67 
PD-145,Cardinal Poly Pocket Divi,Office Supplies,Binders,$2.69 ,$1.18 
PD-1450,"Dual Level, Single-Width ",Office Supplies,Storage,$155.06 ,$65.13 
PD-1456,GBC DocuBind 300 Electric,Office Supplies,Binders,$157.79 ,$28.40 
PD-146,SpineVue Locking Slant-D ,Office Supplies,Binders,$2.74 ,$0.58 
PD-1464,Economy Rollaway Files,Office Supplies,Storage,$165.20 ,$82.60 
PD-1465,"1.7 Cubic Foot Compact ""C",Office Supplies,Appliances,$166.53 ,$59.95 
PD-1466,Office Impressions Heavy ,Office Supplies,Storage,$167.27 ,$66.91 
PD-1468,24 Capacity Maxi Data Bin,Office Supplies,Storage,$168.44 ,$35.37 
PD-147,Rogers Handheld Barrel Pe,Office Supplies,Art,$2.74 ,$0.14 
PD-1477,Tennsco Double-Tier Locke,Office Supplies,Storage,$180.02 ,$10.80 
PD-1478,Standard Rollaway File wi,Office Supplies,Storage,$180.19 ,$14.42 
PD-148,Prang Drawing Pencil Set,Office Supplies,Art,$2.78 ,$1.45 
PD-1481,Avanti 4.4 Cu. Ft. Refrig,Office Supplies,Appliances,$180.98 ,$38.01 
PD-1483,Adjustable Depth Letter/L,Office Supplies,Storage,$181.46 ,$14.52 
PD-1488,Fellowes Staxonsteel Draw,Office Supplies,Storage,$193.17 ,$11.59 
PD-149,Newell 318,Office Supplies,Art,$2.78 ,$1.45 
PD-150,Newell 344,Office Supplies,Art,$2.78 ,$0.70 
PD-1503,Kensington 7 Outlet Maste,Office Supplies,Appliances,$207.48 ,$43.57 
PD-151,Acco Side-Punched Convent,Office Supplies,Supplies,$2.78 ,$1.08 
PD-1514,Sanyo 2.5 Cubic Foot Mid-,Office Supplies,Appliances,$223.85 ,$96.25 
PD-152,Hoover Commercial Lightwe,Office Supplies,Appliances,$2.78 ,$0.45 
PD-1520,GBC Ibimaster 500 Manual ,Office Supplies,Binders,$228.29 ,$45.66 
PD-1529,Premier Automatic Letter ,Office Supplies,Supplies,$240.37 ,$132.20 
PD-153,OIC Bulk Pack Metal Binde,Office Supplies,Fasteners,$2.79 ,$0.28 
PD-1531,Ibico Hi-Tech Manual Bind,Office Supplies,Binders,$243.99 ,$63.44 
PD-154,Self-Adhesive Ring Binder,Office Supplies,Binders,$2.82 ,$1.01 
PD-1540,Tennsco 6- and 18-Compart,Office Supplies,Storage,$265.17 ,$53.03 
PD-1545,Honeywell Enviracaire Por,Office Supplies,Appliances,$275.37 ,$79.86 
PD-1547,Tennsco Snap-Together Ope,Office Supplies,Storage,$279.48 ,$44.72 
PD-155,SANFORD Liquid Accent Tan,Office Supplies,Art,$2.84 ,$0.60 
PD-1552,Hoover Upright Vacuum Wit,Office Supplies,Appliances,$289.53 ,$147.66 
PD-1553,Sauder Facets Collection ,Office Supplies,Storage,$296.78 ,$94.97 
PD-1556,Honeywell Enviracaire Por,Office Supplies,Appliances,$300.65 ,$57.12 
PD-156,Acco Clips to Go Binder C,Office Supplies,Fasteners,$2.84 ,$0.28 
PD-1562,Sanyo Counter Height Refr,Office Supplies,Appliances,$328.14 ,$55.78 
PD-157,"OIC Colored Binder Clips,",Office Supplies,Fasteners,$2.86 ,$1.52 
PD-1572,Hoover Shoulder Vac Comme,Office Supplies,Appliances,$357.82 ,$171.75 
PD-1574,Hoover WindTunnel Plus Ca,Office Supplies,Appliances,$363.25 ,$36.33 
PD-1575,Ibico Ibimaster 300 Manua,Office Supplies,Binders,$367.99 ,$143.52 
PD-1576,Tennsco Single-Tier Locke,Office Supplies,Storage,$375.34 ,$142.63 
PD-1579,Fellowes PB300 Plastic Co,Office Supplies,Binders,$387.99 ,$155.20 
PD-158,Avery Premier Heavy-Duty ,Office Supplies,Binders,$2.86 ,$1.54 
PD-1587,Deluxe Rollaway Locking F,Office Supplies,Storage,$415.88 ,$174.67 
PD-1588,Smead Adjustable Mobile F,Office Supplies,Storage,$419.19 ,$125.76 
PD-159,Avery Durable Binders,Office Supplies,Binders,$2.88 ,$1.44 
PD-1598,Tennsco 16-Compartment Lo,Office Supplies,Storage,$518.31 ,$46.65 
PD-16,"OIC Binder Clips, Mini, 1",Office Supplies,Fasteners,$0.99 ,$0.46 
PD-160,Avery 514,Office Supplies,Labels,$2.88 ,$1.30 
PD-1605,GBC DocuBind TL300 Electr,Office Supplies,Binders,$717.59 ,$121.99 
PD-1606,Martin Yale Chadless Open,Office Supplies,Supplies,$832.81 ,$49.97 
PD-1609,Fellowes PB500 Electric P,Office Supplies,Binders,"$1,016.79 ",$427.05 
PD-161,Avery 49,Office Supplies,Labels,$2.88 ,$1.56 
PD-1611,GBC DocuBind P400 Electri,Office Supplies,Binders,"$1,088.79 ",$174.21 
PD-1615,High Speed Automatic Elec,Office Supplies,Supplies,"$1,637.53 ",$409.38 
PD-1616,Ibico EPK-21 Electric Bin,Office Supplies,Binders,"$1,889.99 ",$567.00 
PD-162,Newell 335,Office Supplies,Art,$2.88 ,$0.14 
PD-163,Newell 32,Office Supplies,Art,$2.88 ,$1.01 
PD-164,Avery 492,Office Supplies,Labels,$2.88 ,$0.58 
PD-165,Avery 512,Office Supplies,Labels,$2.89 ,$0.20 
PD-166,Staple-on labels,Office Supplies,Labels,$2.89 ,$1.21 
PD-167,Avery 482,Office Supplies,Labels,$2.89 ,$1.59 
PD-168,"GBC White Gloss Covers, P",Office Supplies,Binders,$2.90 ,$0.81 
PD-169,Convenience Packs of Busi,Office Supplies,Envelopes,$2.90 ,$0.17 
PD-17,Acco Economy Flexible Pol,Office Supplies,Binders,$1.04 ,$0.19 
PD-171,Acme Value Line Scissors,Office Supplies,Supplies,$2.92 ,$1.11 
PD-172,Newell 332,Office Supplies,Art,$2.94 ,$0.53 
PD-173,Prang Colored Pencils,Office Supplies,Art,$2.94 ,$1.56 
PD-174,Black Avery Memo-Size 3-R,Office Supplies,Binders,$2.94 ,$0.50 
PD-175,Newell 338,Office Supplies,Art,$2.94 ,$1.41 
PD-176,Avery 501,Office Supplies,Labels,$2.95 ,$0.44 
PD-177,Avery 52,Office Supplies,Labels,$2.95 ,$1.27 
PD-178,"""While you Were Out"" Mess",Office Supplies,Paper,$2.97 ,$1.60 
PD-179,"Premium Writing Pencils, ",Office Supplies,Art,$2.98 ,$1.46 
PD-18,Wilson Jones Impact Binde,Office Supplies,Binders,$1.04 ,$0.51 
PD-180,Recycled Easel Ring Binde,Office Supplies,Binders,$2.98 ,$0.51 
PD-181,Dixon Ticonderoga Pencils,Office Supplies,Art,$2.98 ,$0.18 
PD-182,Woodgrain Magazine Files ,Office Supplies,Storage,$2.98 ,$1.28 
PD-183,Accohide Poly Flexible Ri,Office Supplies,Binders,$2.99 ,$0.42 
PD-185,Manco Dry-Lighter Erasabl,Office Supplies,Art,$3.04 ,$1.16 
PD-186,Acco Pressboard Covers wi,Office Supplies,Binders,$3.05 ,$0.61 
PD-187,Acco Pressboard Covers wi,Office Supplies,Binders,$3.05 ,$1.31 
PD-188,Avery 481,Office Supplies,Labels,$3.08 ,$0.25 
PD-19,OIC Thumb-Tacks,Office Supplies,Fasteners,$1.14 ,$0.18 
PD-190,Avery 511,Office Supplies,Labels,$3.08 ,$1.42 
PD-191,Avery 497,Office Supplies,Labels,$3.08 ,$1.69 
PD-192,Peel & Seel Envelopes,Office Supplies,Envelopes,$3.10 ,$1.65 
PD-193,Serrated Blade or Curved ,Office Supplies,Supplies,$3.14 ,$1.07 
PD-194,Staples,Office Supplies,Fasteners,$3.14 ,$0.53 
PD-195,Self-Adhesive Removable L,Office Supplies,Labels,$3.15 ,$0.44 
PD-196,Avery 518,Office Supplies,Labels,$3.15 ,$0.19 
PD-197,Ibico Presentation Index ,Office Supplies,Binders,$3.18 ,$0.25 
PD-198,Fluorescent Highlighters ,Office Supplies,Art,$3.18 ,$1.27 
PD-199,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,$3.27 ,$0.52 
PD-2,Round Ring Binders,Office Supplies,Binders,$0.42 ,$0.12 
PD-20,Fellowes Black Plastic Co,Office Supplies,Binders,$1.16 ,$0.50 
PD-200,Newell 342,Office Supplies,Art,$3.28 ,$1.57 
PD-201,Newell 329,Office Supplies,Art,$3.28 ,$0.16 
PD-202,Sanford Colorific Eraseab,Office Supplies,Art,$3.28 ,$1.74 
PD-203,Newell 321,Office Supplies,Art,$3.28 ,$0.33 
PD-204,Newell 351,Office Supplies,Art,$3.28 ,$1.71 
PD-205,Newell 348,Office Supplies,Art,$3.28 ,$0.69 
PD-206,Newell 35,Office Supplies,Art,$3.28 ,$1.67 
PD-207,Tops Wirebound Message Lo,Office Supplies,Paper,$3.29 ,$0.53 
PD-208,Avery 476,Office Supplies,Labels,$3.30 ,$0.46 
PD-209,"ACCOHIDE 3-Ring Binder, B",Office Supplies,Binders,$3.30 ,$0.63 
PD-21,Avery Binder Labels,Office Supplies,Binders,$1.17 ,$0.56 
PD-210,#10 Gummed Flap White Env,Office Supplies,Envelopes,$3.30 ,$0.26 
PD-211,BIC Brite Liner Highlight,Office Supplies,Art,$3.31 ,$1.42 
PD-212,Avery Durable Slant Ring ,Office Supplies,Binders,$3.34 ,$0.70 
PD-216,Avoid Verbal Orders Carbo,Office Supplies,Paper,$3.38 ,$1.69 
PD-217,Avery Hi-Liter Fluorescen,Office Supplies,Art,$3.38 ,$1.76 
PD-218,Newell 320,Office Supplies,Art,$3.42 ,$0.21 
PD-219,Xerox 1900,Office Supplies,Paper,$3.42 ,$0.55 
PD-22,Binder Clips by OIC,Office Supplies,Fasteners,$1.18 ,$0.51 
PD-220,GBC Plasticlear Binding C,Office Supplies,Binders,$3.44 ,$1.76 
PD-221,Eureka Sanitaire  Multi-P,Office Supplies,Appliances,$3.50 ,$1.43 
PD-222,Bionaire 99.97% HEPA Air ,Office Supplies,Appliances,$3.50 ,$0.35 
PD-223,Grip Seal Envelopes,Office Supplies,Envelopes,$3.54 ,$1.73 
PD-224,Avery Poly Binder Pockets,Office Supplies,Binders,$3.58 ,$1.72 
PD-225,OIC Binder Clips,Office Supplies,Fasteners,$3.58 ,$1.79 
PD-226,Avery Non-Stick Binders,Office Supplies,Binders,$3.59 ,$1.69 
PD-227,Telephone Message Books w,Office Supplies,Paper,$3.60 ,$0.65 
PD-228,"Avery Durable Plastic 1"" ",Office Supplies,Binders,$3.63 ,$0.22 
PD-229,Ampad Poly Cover Wireboun,Office Supplies,Paper,$3.63 ,$1.96 
PD-23,Avery Durable Slant Ring ,Office Supplies,Binders,$1.19 ,$0.19 
PD-230,Loose Memo Sheets,Office Supplies,Paper,$3.65 ,$1.57 
PD-231,Staple remover,Office Supplies,Supplies,$3.68 ,$0.52 
PD-232,Avery 487,Office Supplies,Labels,$3.69 ,$1.48 
PD-233,Colored Envelopes,Office Supplies,Envelopes,$3.69 ,$1.48 
PD-234,Avery 517,Office Supplies,Labels,$3.69 ,$1.77 
PD-235,Binney & Smith Crayola Me,Office Supplies,Art,$3.70 ,$1.15 
PD-237,Rubber Band Ball,Office Supplies,Fasteners,$3.74 ,$0.34 
PD-238,Avery 480,Office Supplies,Labels,$3.75 ,$0.64 
PD-239,Smead Alpha-Z Color-Coded,Office Supplies,Labels,$3.75 ,$0.53 
PD-24,Prestige Round Ring Binde,Office Supplies,Binders,$1.22 ,$0.06 
PD-240,Avery 496,Office Supplies,Labels,$3.75 ,$0.71 
PD-241,Plymouth Boxed Rubber Ban,Office Supplies,Fasteners,$3.77 ,$0.26 
PD-242,Sterling Rubber Bands by ,Office Supplies,Fasteners,$3.77 ,$0.19 
PD-243,"While You Were Out Pads, ",Office Supplies,Paper,$3.78 ,$1.97 
PD-244,Staples,Office Supplies,Fasteners,$3.78 ,$2.04 
PD-245,Durable Pressboard Binder,Office Supplies,Binders,$3.80 ,$0.34 
PD-246,Acco Hanging Data Binders,Office Supplies,Binders,$3.81 ,$1.52 
PD-247,Acco Pressboard Covers wi,Office Supplies,Binders,$3.81 ,$0.61 
PD-248,TOPS Voice Message Log Bo,Office Supplies,Paper,$3.81 ,$0.65 
PD-249,Avery Hi-Liter Pen Style ,Office Supplies,Art,$3.85 ,$0.23 
PD-251,Tuff Stuff Recycled Round,Office Supplies,Binders,$3.86 ,$1.85 
PD-252,GBC Durable Plastic Cover,Office Supplies,Binders,$3.87 ,$1.55 
PD-253,Acme Kleen Earth Office S,Office Supplies,Supplies,$3.88 ,$1.78 
