order_id,order_date,ship_date,ship_mode,customer_id,product_id,qty,discount
2395,8/23/2021,8/28/2021,Standard Class,CUST-635,PD-1137,2,0
2396,8/23/2021,8/28/2021,Standard Class,CUST-635,PD-970,9,0
2397,8/23/2021,8/28/2021,Standard Class,CUST-635,PD-521,3,0
2398,6/25/2021,6/30/2021,Standard Class,CUST-391,PD-1089,5,0
2399,7/16/2021,7/19/2021,First Class,CUST-541,PD-901,3,0
2400,7/16/2021,7/19/2021,First Class,CUST-541,PD-1197,10,0
2402,11/20/2021,11/24/2021,Standard Class,CUST-114,PD-1487,3,0.2
2403,9/17/2021,9/20/2021,First Class,CUST-354,PD-658,3,0.2
2405,12/19/2021,12/21/2021,Second Class,CUST-290,PD-154,2,0
2407,12/19/2021,12/21/2021,Second Class,CUST-290,PD-1009,3,0
2408,12/21/2021,12/24/2021,First Class,CUST-241,PD-802,3,0.2
2409,8/24/2021,8/28/2021,Standard Class,CUST-636,PD-1592,7,0
2410,8/24/2021,8/28/2021,Standard Class,CUST-636,PD-870,4,0
2411,8/24/2021,8/28/2021,Standard Class,CUST-636,PD-1491,3,0
2412,11/24/2021,11/29/2021,Standard Class,CUST-230,PD-47,2,0.2
2413,11/24/2021,11/29/2021,Standard Class,CUST-230,PD-379,3,0
2414,11/24/2021,11/29/2021,Standard Class,CUST-230,PD-1219,7,0
2415,11/24/2021,11/29/2021,Standard Class,CUST-230,PD-158,8,0.2
2416,3/14/2021,3/18/2021,Standard Class,CUST-521,PD-208,4,0
2417,3/14/2021,3/18/2021,Standard Class,CUST-521,PD-1229,3,0
2418,4/13/2021,4/14/2021,First Class,CUST-637,PD-371,6,0.2
2420,11/29/2021,11/30/2021,First Class,CUST-251,PD-912,2,0
2421,11/16/2021,11/20/2021,Standard Class,CUST-437,PD-1530,2,0
2422,11/16/2021,11/20/2021,Standard Class,CUST-437,PD-1332,3,0.2
2423,6/18/2021,6/22/2021,Standard Class,CUST-269,PD-886,2,0
2424,4/18/2021,4/23/2021,Second Class,CUST-540,PD-539,3,0
2425,2/18/2021,2/22/2021,Standard Class,CUST-176,PD-121,3,0
2426,10/23/2021,10/23/2021,Same Day,CUST-153,PD-566,7,0.2
2427,10/23/2021,10/23/2021,Same Day,CUST-153,PD-399,2,0.2
2430,10/23/2021,10/28/2021,Standard Class,CUST-638,PD-226,1,0.2
2431,11/21/2021,11/26/2021,Second Class,CUST-315,PD-1392,2,0.32
2432,11/21/2021,11/26/2021,Second Class,CUST-315,PD-541,2,0.2
2433,11/21/2021,11/26/2021,Second Class,CUST-315,PD-1563,1,0.2
2434,5/17/2021,5/21/2021,Standard Class,CUST-159,PD-958,5,0.8
2435,5/17/2021,5/21/2021,Standard Class,CUST-159,PD-323,3,0.2
2436,2/14/2021,2/19/2021,Standard Class,CUST-473,PD-349,2,0.7
2437,2/14/2021,2/19/2021,Standard Class,CUST-473,PD-1347,3,0.4
2438,2/14/2021,2/19/2021,Standard Class,CUST-473,PD-246,2,0.7
2439,2/14/2021,2/19/2021,Standard Class,CUST-473,PD-443,3,0.2
2440,2/14/2021,2/19/2021,Standard Class,CUST-473,PD-991,3,0.2
2441,12/21/2021,12/27/2021,Standard Class,CUST-286,PD-662,6,0.2
2444,12/20/2021,12/24/2021,Standard Class,CUST-508,PD-600,2,0.2
2445,10/25/2021,10/30/2021,Standard Class,CUST-585,PD-875,3,0
2447,7/20/2021,7/27/2021,Standard Class,CUST-449,PD-159,5,0.8
2448,7/20/2021,7/27/2021,Standard Class,CUST-449,PD-1308,4,0.3
2449,7/20/2021,7/27/2021,Standard Class,CUST-449,PD-1254,2,0.2
2450,7/20/2021,7/27/2021,Standard Class,CUST-449,PD-1410,5,0.3
2451,11/17/2021,11/21/2021,Second Class,CUST-639,PD-646,5,0.2
2452,6/19/2021,6/23/2021,Standard Class,CUST-405,PD-456,2,0
2454,6/19/2021,6/23/2021,Standard Class,CUST-405,PD-1141,3,0
2455,3/19/2021,3/26/2021,Standard Class,CUST-291,PD-333,2,0
2456,3/23/2021,3/26/2021,First Class,CUST-476,PD-460,4,0
2457,3/23/2021,3/26/2021,First Class,CUST-476,PD-409,4,0
2458,5/25/2021,5/27/2021,Second Class,CUST-342,PD-530,3,0
2459,5/25/2021,5/27/2021,Second Class,CUST-342,PD-854,2,0
2460,7/16/2021,7/20/2021,Standard Class,CUST-481,PD-1443,1,0
2461,7/16/2021,7/20/2021,Standard Class,CUST-481,PD-786,9,0
2462,7/16/2021,7/20/2021,Standard Class,CUST-481,PD-109,4,0
2463,5/26/2021,5/29/2021,Second Class,CUST-194,PD-841,1,0.2
2464,5/26/2021,5/29/2021,Second Class,CUST-194,PD-1069,4,0.2
2465,5/26/2021,5/29/2021,Second Class,CUST-194,PD-553,2,0.2
2466,5/26/2021,5/29/2021,Second Class,CUST-194,PD-989,7,0.2
2467,9/21/2021,9/26/2021,Standard Class,CUST-507,PD-1524,2,0
2468,9/21/2021,9/26/2021,Standard Class,CUST-507,PD-1480,3,0
2469,10/15/2021,10/15/2021,Same Day,CUST-430,PD-584,2,0
2470,8/21/2021,8/26/2021,Standard Class,CUST-495,PD-1311,6,0.15
2471,8/21/2021,8/26/2021,Standard Class,CUST-495,PD-1274,1,0
2472,12/17/2021,12/17/2021,Same Day,CUST-152,PD-42,4,0
2474,12/17/2021,12/17/2021,Same Day,CUST-152,PD-1216,2,0
2475,12/17/2021,12/17/2021,Same Day,CUST-152,PD-1130,9,0
2476,12/17/2021,12/17/2021,Same Day,CUST-152,PD-975,3,0
2477,4/18/2021,4/20/2021,Second Class,CUST-183,PD-1416,7,0
2479,3/29/2021,3/31/2021,Second Class,CUST-87,PD-1045,6,0
2480,3/29/2021,3/31/2021,Second Class,CUST-87,PD-207,3,0
2481,3/29/2021,3/31/2021,Second Class,CUST-87,PD-832,3,0
2483,6/13/2021,6/19/2021,Standard Class,CUST-47,PD-209,2,0
2484,6/13/2021,6/19/2021,Standard Class,CUST-47,PD-180,2,0
2485,6/13/2021,6/19/2021,Standard Class,CUST-47,PD-960,2,0
2486,2/18/2021,2/24/2021,Standard Class,CUST-640,PD-937,2,0
2487,2/18/2021,2/24/2021,Standard Class,CUST-640,PD-959,1,0.2
2488,4/24/2021,4/28/2021,Standard Class,CUST-520,PD-886,1,0
2489,3/16/2021,3/23/2021,Standard Class,CUST-262,PD-1103,1,0
2490,8/13/2021,8/17/2021,Standard Class,CUST-143,PD-78,3,0
2491,11/22/2021,11/25/2021,Second Class,CUST-19,PD-782,2,0
2492,11/22/2021,11/25/2021,Second Class,CUST-19,PD-291,10,0
2493,11/22/2021,11/25/2021,Second Class,CUST-19,PD-599,3,0
2495,12/27/2021,12/30/2021,First Class,CUST-593,PD-1380,2,0
2496,7/23/2021,7/26/2021,Second Class,CUST-373,PD-9,3,0.2
2497,1/13/2021,1/17/2021,Standard Class,CUST-126,PD-921,3,0.2
2498,1/13/2021,1/17/2021,Standard Class,CUST-126,PD-856,4,0
2499,1/13/2021,1/17/2021,Standard Class,CUST-126,PD-1153,9,0
2500,9/24/2021,9/26/2021,Second Class,CUST-418,PD-836,2,0
2501,9/24/2021,9/26/2021,Second Class,CUST-418,PD-77,3,0.2
2503,3/16/2021,3/20/2021,Standard Class,CUST-467,PD-1102,2,0
2504,3/20/2021,3/26/2021,Standard Class,CUST-288,PD-360,2,0.8
2507,9/18/2021,9/23/2021,Second Class,CUST-642,PD-1317,9,0.2
2508,12/18/2021,12/25/2021,Standard Class,CUST-129,PD-527,8,0.2
2510,12/18/2021,12/25/2021,Standard Class,CUST-129,PD-90,5,0.2
2511,9/18/2021,9/24/2021,Standard Class,CUST-643,PD-613,2,0
2512,12/18/2021,12/18/2021,Same Day,CUST-235,PD-481,4,0.2
2513,6/19/2021,6/23/2021,Standard Class,CUST-574,PD-168,2,0.8
2514,5/23/2021,5/27/2021,Standard Class,CUST-300,PD-822,3,0
2515,3/26/2021,3/30/2021,Second Class,CUST-417,PD-506,6,0.2
2516,3/26/2021,3/30/2021,Second Class,CUST-417,PD-411,3,0.2
2517,9/19/2021,9/26/2021,Standard Class,CUST-595,PD-813,4,0
2519,6/21/2021,6/27/2021,Standard Class,CUST-521,PD-1052,3,0.2
2520,12/14/2021,12/19/2021,Standard Class,CUST-431,PD-364,2,0.2
2521,10/26/2021,10/30/2021,Second Class,CUST-638,PD-1156,2,0.2
2522,10/26/2021,10/30/2021,Second Class,CUST-638,PD-1102,2,0.2
2523,4/13/2021,4/19/2021,Standard Class,CUST-484,PD-778,2,0
2524,4/13/2021,4/19/2021,Standard Class,CUST-484,PD-1461,2,0.2
2525,4/13/2021,4/19/2021,Standard Class,CUST-484,PD-997,2,0
2526,9/13/2021,9/18/2021,Standard Class,CUST-38,PD-1145,4,0
2527,9/13/2021,9/18/2021,Standard Class,CUST-38,PD-1446,7,0
2528,8/15/2021,8/19/2021,Standard Class,CUST-593,PD-772,7,0
2529,8/15/2021,8/19/2021,Standard Class,CUST-593,PD-922,3,0
2530,5/21/2021,5/27/2021,Standard Class,CUST-23,PD-731,8,0.8
2531,4/16/2021,4/21/2021,Standard Class,CUST-375,PD-194,4,0.2
2532,12/26/2021,12/30/2021,Standard Class,CUST-60,PD-1284,1,0.4
2533,1/17/2021,1/22/2021,Standard Class,CUST-320,PD-144,2,0
2534,5/21/2021,5/25/2021,Standard Class,CUST-71,PD-513,4,0.2
2536,10/24/2021,10/30/2021,Standard Class,CUST-638,PD-1186,7,0.3
2537,10/24/2021,10/30/2021,Standard Class,CUST-638,PD-383,2,0.2
2538,10/23/2021,10/26/2021,First Class,CUST-322,PD-473,7,0.2
2539,10/23/2021,10/26/2021,First Class,CUST-322,PD-1302,2,0.2
2540,10/19/2021,10/24/2021,Standard Class,CUST-8,PD-1562,5,0
2541,10/19/2021,10/24/2021,Standard Class,CUST-8,PD-1293,3,0
2542,4/17/2021,4/23/2021,Standard Class,CUST-40,PD-1317,1,0
2543,4/17/2021,4/23/2021,Standard Class,CUST-40,PD-334,13,0.2
2545,10/24/2021,10/29/2021,Standard Class,CUST-118,PD-226,4,0.8
2546,4/13/2021,4/20/2021,Standard Class,CUST-552,PD-20,3,0
2547,12/14/2021,12/18/2021,Standard Class,CUST-448,PD-189,2,0
2548,12/14/2021,12/18/2021,Standard Class,CUST-448,PD-912,2,0
2549,3/19/2021,3/20/2021,First Class,CUST-430,PD-66,5,0
2550,9/25/2021,9/29/2021,Standard Class,CUST-331,PD-647,2,0
2551,9/18/2021,9/21/2021,First Class,CUST-630,PD-1358,4,0
2552,5/15/2021,5/20/2021,Second Class,CUST-588,PD-439,3,0
2554,11/14/2021,11/17/2021,First Class,CUST-80,PD-97,5,0.2
2556,11/14/2021,11/17/2021,First Class,CUST-80,PD-1147,4,0.2
2557,9/25/2021,9/27/2021,First Class,CUST-644,PD-1267,9,0
2559,9/24/2021,9/28/2021,Standard Class,CUST-613,PD-348,3,0
2560,9/24/2021,9/28/2021,Standard Class,CUST-613,PD-1552,4,0
2561,3/22/2021,3/24/2021,First Class,CUST-335,PD-564,2,0.2
2562,3/22/2021,3/26/2021,Standard Class,CUST-329,PD-955,4,0
2563,3/22/2021,3/26/2021,Standard Class,CUST-329,PD-1111,2,0
2564,3/22/2021,3/26/2021,Standard Class,CUST-329,PD-1597,3,0.2
2565,6/15/2021,6/17/2021,First Class,CUST-469,PD-692,1,0.2
2566,7/18/2021,7/22/2021,Standard Class,CUST-540,PD-1409,4,0
2567,9/22/2021,9/26/2021,Second Class,CUST-263,PD-479,5,0
2568,9/22/2021,9/26/2021,Second Class,CUST-263,PD-930,2,0
2570,11/17/2021,11/21/2021,Standard Class,CUST-85,PD-1204,5,0
2571,11/17/2021,11/21/2021,Standard Class,CUST-85,PD-878,4,0
2572,11/17/2021,11/21/2021,Standard Class,CUST-85,PD-1360,7,0
2573,11/17/2021,11/21/2021,Standard Class,CUST-85,PD-387,5,0
2574,11/17/2021,11/21/2021,Standard Class,CUST-85,PD-1367,2,0.2
2575,11/17/2021,11/21/2021,Standard Class,CUST-85,PD-632,3,0
2576,11/20/2021,11/24/2021,Standard Class,CUST-645,PD-145,9,0.2
2577,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-182,5,0
2578,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-724,7,0
2580,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-925,4,0
2581,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-1593,6,0.2
2582,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-1584,5,0.2
2584,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-1538,2,0
2585,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-1108,2,0
2586,9/17/2021,9/23/2021,Standard Class,CUST-544,PD-748,4,0
2587,9/14/2021,9/18/2021,Second Class,CUST-646,PD-18,5,0
2588,12/25/2021,12/29/2021,Standard Class,CUST-235,PD-1503,2,0
2589,12/14/2021,12/18/2021,Standard Class,CUST-427,PD-366,3,0
2590,4/19/2021,4/25/2021,Standard Class,CUST-323,PD-1135,2,0.8
2591,4/19/2021,4/25/2021,Standard Class,CUST-323,PD-1579,4,0.8
2592,4/25/2021,4/30/2021,Standard Class,CUST-647,PD-609,5,0
2593,4/25/2021,4/30/2021,Standard Class,CUST-647,PD-1169,5,0
2594,12/25/2021,12/30/2021,Second Class,CUST-153,PD-1527,5,0.2
2595,12/25/2021,12/30/2021,Second Class,CUST-153,PD-277,3,0
2596,12/25/2021,12/30/2021,Second Class,CUST-153,PD-446,3,0
2597,1/17/2021,1/23/2021,Standard Class,CUST-648,PD-677,8,0.2
2598,12/14/2021,12/18/2021,Standard Class,CUST-534,PD-631,3,0
2599,6/13/2021,6/17/2021,Standard Class,CUST-314,PD-487,1,0
2600,6/18/2021,6/22/2021,Standard Class,CUST-51,PD-285,4,0.2
2602,10/18/2021,10/22/2021,Standard Class,CUST-149,PD-706,6,0.8
2603,4/18/2021,4/20/2021,First Class,CUST-318,PD-1070,3,0
2604,4/20/2021,4/25/2021,Standard Class,CUST-37,PD-1074,3,0.2
2605,9/19/2021,9/22/2021,Second Class,CUST-611,PD-685,2,0
2606,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-1590,4,0
2607,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-715,7,0
2608,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-1205,2,0
2609,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-444,4,0
2610,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-1017,2,0
2611,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-1325,5,0
2612,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-1065,3,0
2613,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-98,2,0
2614,9/21/2021,9/26/2021,Standard Class,CUST-649,PD-1358,8,0
2615,11/15/2021,11/17/2021,First Class,CUST-34,PD-925,3,0
2616,11/15/2021,11/17/2021,First Class,CUST-34,PD-426,6,0.2
2617,11/15/2021,11/17/2021,First Class,CUST-34,PD-859,6,0
2618,11/13/2021,11/17/2021,Standard Class,CUST-449,PD-604,7,0
2621,4/16/2021,4/20/2021,Standard Class,CUST-331,PD-1542,4,0.2
2622,4/16/2021,4/20/2021,Standard Class,CUST-331,PD-765,3,0.2
2624,11/20/2021,11/25/2021,Standard Class,CUST-650,PD-543,3,0
2625,11/20/2021,11/25/2021,Standard Class,CUST-650,PD-526,2,0
2626,3/28/2021,3/30/2021,Second Class,CUST-177,PD-553,3,0
2627,8/13/2021,8/17/2021,Second Class,CUST-153,PD-8,4,0
2629,11/20/2021,11/26/2021,Standard Class,CUST-440,PD-1117,3,0.2
2630,3/13/2021,3/18/2021,Second Class,CUST-197,PD-1494,4,0.2
2631,3/13/2021,3/18/2021,Second Class,CUST-197,PD-1089,8,0
2632,4/22/2021,4/26/2021,Standard Class,CUST-215,PD-1061,3,0.2
2633,4/22/2021,4/26/2021,Standard Class,CUST-215,PD-899,3,0
2634,9/13/2021,9/19/2021,Standard Class,CUST-457,PD-464,1,0.7
2635,10/24/2021,10/27/2021,First Class,CUST-651,PD-1187,8,0.2
2636,9/25/2021,9/29/2021,Standard Class,CUST-75,PD-302,2,0
2637,9/25/2021,9/29/2021,Standard Class,CUST-75,PD-915,2,0
2639,12/19/2021,12/23/2021,Second Class,CUST-555,PD-1159,3,0.2
2641,3/21/2021,3/26/2021,Standard Class,CUST-652,PD-1556,4,0.2
2642,3/21/2021,3/26/2021,Standard Class,CUST-652,PD-761,3,0.7
2643,3/21/2021,3/26/2021,Standard Class,CUST-652,PD-896,14,0.2
2644,7/24/2021,7/28/2021,Standard Class,CUST-302,PD-525,3,0
2645,7/24/2021,7/28/2021,Standard Class,CUST-302,PD-316,9,0
2646,7/24/2021,7/28/2021,Standard Class,CUST-302,PD-870,14,0
2647,7/24/2021,7/28/2021,Standard Class,CUST-302,PD-316,6,0
2648,10/25/2021,10/30/2021,Standard Class,CUST-437,PD-1457,1,0
2650,4/21/2021,4/28/2021,Standard Class,CUST-653,PD-1252,2,0
2651,4/21/2021,4/28/2021,Standard Class,CUST-653,PD-415,3,0
2652,4/21/2021,4/28/2021,Standard Class,CUST-653,PD-1302,5,0
2653,4/21/2021,4/28/2021,Standard Class,CUST-653,PD-1179,3,0
2654,1/19/2021,1/23/2021,Standard Class,CUST-515,PD-1372,1,0.3
2655,1/19/2021,1/23/2021,Standard Class,CUST-515,PD-1216,4,0.3
2656,9/19/2021,9/22/2021,Second Class,CUST-166,PD-868,14,0
2657,11/21/2021,11/23/2021,Second Class,CUST-174,PD-74,6,0
2658,11/21/2021,11/23/2021,Second Class,CUST-174,PD-1098,2,0
2659,11/21/2021,11/23/2021,Second Class,CUST-174,PD-4,5,0
2660,11/21/2021,11/23/2021,Second Class,CUST-174,PD-1412,3,0
2661,12/17/2021,12/22/2021,Standard Class,CUST-60,PD-1477,1,0.2
2662,12/17/2021,12/22/2021,Standard Class,CUST-60,PD-1154,2,0.6
2663,12/17/2021,12/22/2021,Standard Class,CUST-60,PD-206,5,0.2
2664,5/14/2021,5/21/2021,Standard Class,CUST-239,PD-1547,4,0
2665,5/20/2021,5/24/2021,Standard Class,CUST-476,PD-1084,4,0.2
2666,5/20/2021,5/24/2021,Standard Class,CUST-476,PD-287,4,0.7
2667,6/23/2021,6/28/2021,Standard Class,CUST-272,PD-1350,2,0.2
2668,6/23/2021,6/28/2021,Standard Class,CUST-272,PD-39,3,0
2669,6/23/2021,6/28/2021,Standard Class,CUST-272,PD-1124,3,0.2
2670,11/14/2021,11/19/2021,Standard Class,CUST-508,PD-1513,4,0.2
2671,11/14/2021,11/19/2021,Standard Class,CUST-508,PD-1252,3,0.2
2672,6/18/2021,6/20/2021,First Class,CUST-614,PD-31,3,0.7
2673,6/18/2021,6/20/2021,First Class,CUST-614,PD-1425,4,0.2
2674,6/18/2021,6/20/2021,First Class,CUST-614,PD-378,4,0.2
2675,12/20/2021,12/25/2021,Standard Class,CUST-654,PD-539,2,0.2
2676,2/16/2021,2/20/2021,Standard Class,CUST-14,PD-436,6,0
2677,9/13/2021,9/20/2021,Standard Class,CUST-655,PD-1104,3,0
2678,9/13/2021,9/20/2021,Standard Class,CUST-655,PD-641,7,0
2681,11/16/2021,11/20/2021,Standard Class,CUST-252,PD-1103,2,0.6
2682,8/25/2021,8/25/2021,Same Day,CUST-60,PD-405,2,0.6
2683,8/25/2021,8/25/2021,Same Day,CUST-60,PD-783,1,0.8
2684,8/25/2021,8/25/2021,Same Day,CUST-60,PD-50,5,0.6
2685,7/25/2021,7/29/2021,Standard Class,CUST-656,PD-591,9,0
2686,7/25/2021,7/29/2021,Standard Class,CUST-656,PD-1432,2,0
2688,10/15/2021,10/15/2021,Same Day,CUST-657,PD-1170,6,0.6
2690,5/24/2021,5/26/2021,Second Class,CUST-577,PD-1390,7,0.3
2691,5/24/2021,5/26/2021,Second Class,CUST-577,PD-27,6,0.8
2692,5/21/2021,5/28/2021,Standard Class,CUST-84,PD-1091,2,0.7
2693,3/16/2021,3/19/2021,Second Class,CUST-307,PD-1312,5,0
2694,3/16/2021,3/19/2021,Second Class,CUST-307,PD-233,2,0
2695,7/25/2021,7/30/2021,Standard Class,CUST-581,PD-1396,5,0.2
2696,4/25/2021,4/29/2021,Standard Class,CUST-38,PD-1355,2,0.2
2697,4/25/2021,4/29/2021,Standard Class,CUST-38,PD-1101,3,0.3
2699,9/27/2021,9/29/2021,Second Class,CUST-162,PD-721,1,0
2700,9/27/2021,9/29/2021,Second Class,CUST-162,PD-1074,3,0
2701,9/27/2021,9/29/2021,Second Class,CUST-162,PD-481,2,0
2702,10/16/2021,10/20/2021,Second Class,CUST-634,PD-1544,3,0
2703,11/19/2021,11/26/2021,Standard Class,CUST-456,PD-454,4,0
2704,8/21/2021,8/25/2021,Standard Class,CUST-548,PD-289,2,0.7
2705,8/21/2021,8/25/2021,Standard Class,CUST-548,PD-1493,3,0.3
2706,8/21/2021,8/25/2021,Standard Class,CUST-548,PD-1022,1,0.2
2707,10/25/2021,10/27/2021,Second Class,CUST-345,PD-859,4,0
2708,12/26/2021,12/30/2021,Second Class,CUST-533,PD-1046,6,0
2709,11/20/2021,11/27/2021,Standard Class,CUST-236,PD-12,5,0.7
2710,11/20/2021,11/27/2021,Standard Class,CUST-236,PD-589,2,0.2
2711,11/20/2021,11/27/2021,Standard Class,CUST-236,PD-795,4,0.7
2712,11/20/2021,11/27/2021,Standard Class,CUST-236,PD-1337,3,0.2
2713,6/26/2021,6/30/2021,Standard Class,CUST-518,PD-1586,3,0.2
2714,12/25/2021,12/27/2021,Second Class,CUST-175,PD-1111,6,0
2715,12/25/2021,12/27/2021,Second Class,CUST-175,PD-1014,5,0
2716,5/13/2021,5/18/2021,Second Class,CUST-194,PD-1423,2,0.2
2717,5/13/2021,5/18/2021,Second Class,CUST-194,PD-358,4,0.2
2718,9/27/2021,9/30/2021,Second Class,CUST-658,PD-203,5,0
2719,9/27/2021,9/30/2021,Second Class,CUST-658,PD-475,4,0
2720,11/13/2021,11/17/2021,Standard Class,CUST-89,PD-1231,5,0.2
2722,2/21/2021,2/27/2021,Standard Class,CUST-98,PD-1609,2,0
2723,5/26/2021,5/31/2021,Standard Class,CUST-335,PD-876,1,0
2724,12/25/2021,12/30/2021,Standard Class,CUST-94,PD-1589,2,0
2725,12/25/2021,12/30/2021,Standard Class,CUST-94,PD-1517,2,0.2
2726,7/18/2021,7/21/2021,First Class,CUST-516,PD-163,2,0
2727,5/31/2021,5/31/2021,Same Day,CUST-659,PD-299,3,0.2
2728,5/14/2021,5/19/2021,Standard Class,CUST-660,PD-1333,5,0.15
2729,5/14/2021,5/19/2021,Standard Class,CUST-660,PD-1089,3,0
2730,5/14/2021,5/19/2021,Standard Class,CUST-660,PD-1132,2,0.2
2731,5/14/2021,5/19/2021,Standard Class,CUST-660,PD-1508,3,0.2
2732,7/26/2021,7/31/2021,Standard Class,CUST-330,PD-247,3,0.2
2733,7/26/2021,7/31/2021,Standard Class,CUST-330,PD-251,6,0.2
2735,3/24/2021,3/27/2021,Second Class,CUST-532,PD-620,5,0
2737,4/16/2021,4/18/2021,First Class,CUST-438,PD-1549,2,0
2738,4/16/2021,4/18/2021,First Class,CUST-438,PD-540,1,0
2739,4/16/2021,4/18/2021,First Class,CUST-438,PD-1418,7,0
2740,4/16/2021,4/18/2021,First Class,CUST-438,PD-1115,9,0
2741,9/15/2021,9/20/2021,Standard Class,CUST-661,PD-119,4,0.7
2742,9/15/2021,9/20/2021,Standard Class,CUST-661,PD-1300,2,0.2
2743,12/19/2021,12/24/2021,Second Class,CUST-662,PD-329,5,0
2744,12/19/2021,12/24/2021,Second Class,CUST-662,PD-1533,9,0
2745,12/19/2021,12/24/2021,Second Class,CUST-662,PD-1518,4,0.3
2746,11/23/2021,11/27/2021,Second Class,CUST-490,PD-1562,8,0
2747,11/23/2021,11/27/2021,Second Class,CUST-490,PD-443,3,0
2748,8/13/2021,8/16/2021,First Class,CUST-201,PD-1427,3,0.2
2749,4/16/2021,4/21/2021,Standard Class,CUST-401,PD-1209,2,0.1
2750,9/25/2021,9/29/2021,Standard Class,CUST-663,PD-919,7,0.2
2751,6/15/2021,6/19/2021,Standard Class,CUST-196,PD-1302,3,0.2
2752,8/24/2021,8/28/2021,Second Class,CUST-580,PD-348,3,0
2753,5/23/2021,5/27/2021,Second Class,CUST-342,PD-1064,5,0.1
2754,5/23/2021,5/27/2021,Second Class,CUST-342,PD-214,9,0
2756,11/21/2021,11/23/2021,Second Class,CUST-664,PD-692,2,0.2
2757,11/21/2021,11/23/2021,Second Class,CUST-664,PD-270,5,0.2
2758,12/27/2021,12/31/2021,Standard Class,CUST-601,PD-1495,9,0.4
2759,12/27/2021,12/31/2021,Standard Class,CUST-601,PD-575,3,0.2
2760,3/22/2021,3/27/2021,Standard Class,CUST-665,PD-341,4,0
2761,11/27/2021,11/29/2021,Second Class,CUST-179,PD-509,6,0
2762,11/27/2021,11/29/2021,Second Class,CUST-179,PD-864,3,0
2763,11/27/2021,11/29/2021,Second Class,CUST-179,PD-1409,2,0
2764,11/27/2021,11/29/2021,Second Class,CUST-179,PD-1436,1,0
2765,11/27/2021,11/29/2021,Second Class,CUST-179,PD-733,3,0
2766,11/27/2021,11/29/2021,Second Class,CUST-179,PD-1007,5,0
2767,11/27/2021,11/29/2021,Second Class,CUST-179,PD-1401,4,0.3
2768,2/14/2021,2/21/2021,Standard Class,CUST-136,PD-174,9,0.2
2770,3/16/2021,3/20/2021,Second Class,CUST-235,PD-431,3,0
2771,9/24/2021,9/26/2021,Second Class,CUST-666,PD-827,2,0.2
2772,12/19/2021,12/23/2021,Standard Class,CUST-251,PD-728,2,0.2
2773,6/18/2021,6/24/2021,Standard Class,CUST-135,PD-879,3,0
2774,6/18/2021,6/24/2021,Standard Class,CUST-135,PD-1477,2,0
2775,6/18/2021,6/24/2021,Standard Class,CUST-135,PD-823,2,0
2776,6/18/2021,6/24/2021,Standard Class,CUST-135,PD-1453,3,0
2777,6/18/2021,6/24/2021,Standard Class,CUST-135,PD-812,2,0
2778,12/21/2021,12/23/2021,Second Class,CUST-211,PD-79,2,0.2
2779,8/24/2021,8/26/2021,First Class,CUST-557,PD-179,3,0.2
2781,9/22/2021,9/26/2021,Standard Class,CUST-667,PD-1477,4,0.2
2782,9/22/2021,9/26/2021,Standard Class,CUST-667,PD-1015,1,0.2
2783,9/22/2021,9/26/2021,Standard Class,CUST-667,PD-37,2,0.2
2784,9/22/2021,9/26/2021,Standard Class,CUST-667,PD-286,2,0.7
2785,1/24/2021,1/28/2021,Standard Class,CUST-668,PD-137,5,0.2
2786,4/13/2021,4/17/2021,Second Class,CUST-669,PD-1386,2,0.2
2787,4/13/2021,4/17/2021,Second Class,CUST-669,PD-1526,2,0.2
2788,9/25/2021,9/30/2021,Standard Class,CUST-413,PD-1307,4,0.2
2789,9/25/2021,9/30/2021,Standard Class,CUST-413,PD-362,2,0
2790,9/25/2021,9/30/2021,Standard Class,CUST-413,PD-1264,2,0
2791,12/25/2021,12/29/2021,Standard Class,CUST-113,PD-263,2,0
2792,7/14/2021,7/19/2021,Second Class,CUST-670,PD-1368,3,0.2
2793,7/14/2021,7/19/2021,Second Class,CUST-670,PD-424,4,0.2
2794,7/14/2021,7/19/2021,Second Class,CUST-670,PD-1513,2,0.2
2795,7/14/2021,7/19/2021,Second Class,CUST-670,PD-1129,6,0.7
2796,10/15/2021,10/22/2021,Standard Class,CUST-266,PD-410,1,0.2
2797,10/15/2021,10/22/2021,Standard Class,CUST-266,PD-47,10,0.8
2798,11/20/2021,11/24/2021,Standard Class,CUST-509,PD-1390,4,0.3
2799,11/19/2021,11/24/2021,Standard Class,CUST-100,PD-183,2,0.2
